Artista;Cancion;Lyrics;Etiqueta;Expresion
cafetacuba;Las Flores;"  
ven y dime todas esas cosas  
invitame a sentarme junto a ti  
escuchare todos tus sueños en mi oido  
  
Y dejame estrechar tus manos  
y regalarte unas pocas de ilusiones  
ay, ven y cuentame una historia que me haga sentir bien  
  
Yo te escuchare  
con todo el silencio del planeta  
y mirare tus ojos  
como si fueran los ultimos de este pais  
  
Dejame ver como es que floreces  
con cinco petalos te absorbere  
cinco sentidos que te roban solo un poco de tu ser  
y seis veces para vivirte  
debajo de una misma luna  
y otras nueve pasaran para sentir que nuevas flores naceran  
  
Y que cada estrella fuese una flor  
y asi regalarte  
todo un racimo de estrellas  
No dejes que amanezca  
no dejes que la noche caiga  
no dejes que el sol salga  
solo dejame estar junto a ti  
";0;
carlosvives;La Custodia De Badillo;"  
  
Parece que el pueblo e' Badillo  
Se ha puesto de malas  
De malas por que su reliquia la quieren cambiar.  
  
Primero fue un San Antonio, lo hizo Enrique Maya  
Pero lo de ahora es distinto les voy a explicar.  
  
En la casa de Gregorio muy segura estaba,  
Una reliquia de pueblo tipo colonial,  
Era una custodia linda muy grande y pesada,  
Y ahora por una liviana la quieren cambiar.   
  
Se la llevaron, se la llevaron,  
Se la llevaron, ya se perdió  
Lo que pasa es que la tiene un ratero honrado  
  
Lo que ocurre es que un honrado se la robó.   
  
Aunque digan que es calumnia del pueblo e'Badillo  
Ellos con mucha razón presentaron sus pruebas,  
No tiene el mismo tamaño, ni pesa lo mismo  
No tienen el mismo color, entonces no es ella.  
  
Parece que el inspector como que tuvo miedo,  
Mucho miedo en este caso para proceder,  
Porque todavía no han dicho quien es el ratero  
Aunque todo mundo sabe quienes pueden ser.   
  
Seguramente que no fuí Yo,  
Ni Alfonso López, ni Pedro Castro  
Ahora no fue Enrique Maya quien se la robó  
Y ahora no podran decir que fue un vallenato  
  
Al pobre de Enrique Maya lo metieron preso  
Solo porque al San Antonio, lo tomó prestao  
Y al que se ha robado el Caliz, nadita le han hecho  
Este robo de locura se quedó enterrao  
  
Ahora si estoy convencido que esto de la fama  
No deja de ser un problema, para quien la tiene  
Quiso caer el cielo encima cuando Enrique Maya  
Pero lo de ahora más grave, ninguno lo mueve.   
  
Ay! compadre cola Jerre, cuando tengas fiesta  
Hombe que abra bien los ojos para vigilar  
Con una 45 en la puerta e' la Iglesia  
Todo al que tenga sotana no lo deje entrar   
  
Y al terminar la misa que se pongan  
Del cura pa'abajo a requisar  
";0;
alejandrosanz;Eres Mia;"  
  
Ya estoy aquí, otra vez ensayando  
una nueva despedida  
aquí animándome a dar  
el primer paso de mi vida.  
Colgado de tu melena,  
atado a ti por cadenas  
a ti, a ti. Maldito deseo,  
mi voluntad envenenas,  
llenas de ti mi existencia de ti por ti  
no puedo creerlo,  
no puedo creerlo no  
  
Pero eres mía, tan fuertemente mía  
que hasta me siento un ser injusto y egoísta.  
Pero quería decirte un hasta siempre  
y sin embargo he suplicado  
quédate siempre a mi lado  
los dos juntos contra el resto del mundo.  
  
Yo que ensayé mi discurso  
y de memoria lo sabía.  
Hoy frente a ti,  
me quedo en blanco  
y las frases se me olvidan.  
Me miras y me terminas,  
me rindo cuando suspiras  
por ti, por ti  
Y otra vez me ganas,  
vuelve a engancharme a tu risa  
me atrapas en tu camisa, en ti en ti  
me pueden tus labios  
me pueden tus labios, no  
  
Y te quiero mía profundamente mía  
aunque sea en esta calle sin salida,  
siempre tan mía intensamente mía  
aunque sé que es una locura que nos lía  
y los dos juntos por la vida  
contra el resto del mundo  
";1;"Pero eres mía, tan fuertemente mía
que hasta me siento un ser injusto y egoísta."
cafetacuba;Bar Tacuba;"  
  
Me he quedado simplemente solo  
me he quedado como siempre hasta el final  
se recogen ya los vasos rotos  
triste y decadente forma de acabar.  
  
Hace poco luché con un monstruo  
y fue un exorcismo necesario  
de repente me ha cambiado el rostro  
el tequila rápido es muy malo para mí.  
  
Y me he preguntado: Por qué otra vez estoy pensando en tí?  
  
Estoy en una cantina  
estoy escuchando una canción que yo pedí  
me están sirviendo ya la del estribo  
otra vez mi pensamiento rumbo a tí.  
  
Y me he preguntado por qué otra vez estoy pensando en tí.  
  
Antes de tocar aquí yo no era así  
ahora me reviento casi diario  
de como era antes tú te debes acordar  
el Café Tacuba ya parece bar.  
";0;
anagabriel;Hay Que Hablar;"  
  
Callada me quede   
tu fuiste quien tomo la decision   
ahora que no puedo estar   
mas tiempo sin ti   
  
No quiero estar asi   
yo creo que debemos entender   
hablarnos y decirnos si este amor   
llego a su fin   
  
Yo quiero que me des una razón   
a ver si existe aun la solución   
hay que hablar   
  
Dame tan siquiera la oportunidad   
y hablemos de lo nuestro sin temor   
no quiero lastimar tu corazón   
callarme pudo ser quiza mi error   
  
Mirame de frente a frente   
dime que no quieres mas de mi   
quiero que lo digas ya   
no me hagas esperar   
  
Me quedo sin tu amor   
y nada puedo hacer con este adios   
quisiera que entendieras   
que no puedo estar sin ti   
  
Rompiste muy de golpe mi ilusion   
dejando por un lado nuestro amor   
hay que hablar   
  
";0;
monlaferte;No Te Me Quites De Ac;"  
  
Ah, nuestra ropa volará  
Por encima de la ca  
Ma a través de la ventana  
  
Ah, tu dulzura sin parar  
En la noche, en la maña  
Na quitándonos las ganas  
  
Oh, todo aquí se alborotó  
Oh, te lo pido por favor  
No te me quites de acá  
  
Dale, vamos a bailar  
De la boca de besar  
Toditito lo besable  
  
Y tú, nos encanta esté tabú  
Tan sabroso es el menú  
Enredando nuestro cables  
  
Ah, esta vida se nos va  
En este cíclico vaivén  
De nuestros cuerpos  
  
Si, otra vez amanecí  
Enredada al frenesí  
Despeinada de tus besos  
  
Hmm, enredados en la hmm  
Psicotrópica lo vi  
When you come with your excesos  
  
Uh, el sudor nos envolvió  
Oh-oh, y después se evaporó  
Oh-oh, poco a poco se elevó  
Hasta Dios  
  
Y a los ángeles tocó  
Y provocó  
En el cielo  
Una gran explosión  
  
Hasta que todo se desgasta  
Y se viene abajo el asta  
Y nos deja de flamear  
";0;
cafetacuba;Esta Vez;"  
  
De pronto ya no se que pasa en mi  
de pronto ya no se quien soy  
de pronto ya no reconozco nada  
de lo que un dia fui  
  
Hoy me pregunto que cambio dentro de mi  
hoy me pregunto a donde voy  
tal vez no existen las respuestas  
para lo que intento resolver  
  
Esta vez vengo buscando el corazon  
esta vez lo intentare otra vez  
esta vez y mas yo tratare de hacerlo bien  
si la vida me regala otra oportunidad  
  
De pronto ya no se que pasa en mi  
de pronto ya no se quien soy  
tal vez no existan las respuestas  
para lo que intento resolver  
  
Esta vez no quiero otra ilusion  
esta vez lo intentare otra vez  
esta vez y mas yo tratare de hacerte bien  
si la vida me regala otra oportunidad  
";0;
arcangel;Tremenda Sata;"  
  
Austin La!  
La! what?  
La Marasch!  
  
Rolls-Royce, Panamera, mucho ice  
Puerto Rico one time Miami Vice  
Tenemos lo que quieras pa' que tu la pases nice  
Compramos lo que sea si esta bien el price  
No importa el precio, no importa  
Hable lo que quiera, mi pana tengo mi torta  
Yo se quien tu eres... tremenda sata  
Le da cantazo al popo como un nene a una piñata  
  
Sigo estando de moda todos me quieren tirar  
No tengo tiempo que perder con talento local  
Ya Hace tiempo que nos fuimos a lo internacional  
O podemos cambiar, suena mejor mundial  
  
Y con tan solo una porción  
(Diselo Luian)  
Tenemos gatas de televisión  
Modelos, ingenieras, secretarias y abogadas  
Todas quieren vacilar y ser parte de la manada  
Porque aquí se gasta, nunca se dice basta  
Se fuma mucha hierba como un rasta  
  
Un hijo e' de puta como yo, yo dudo mucho que nazca  
Que sin esforzarse mucho rápido te complazca  
Llego el más can... cabrones el que mas aplasta  
Robándote la golosina de la canasta  
Tu gata me llama por la mañana los fines de semana  
Quiere amanecer en mi cama y tu gata es...  
  
Tremenda Sata  
Tu gata es  
Tremenda Sata  
  
Ella esta dura buscando tortura  
Sushi tempura para que suba su temperatura  
Yo no vacilo le doy duro de abertura  
Adicto de lo mio yo aquí tengo su cura  
  
Me le pego por detrás pa' que sienta lo que cargo  
Tu gato lo tiene corto mami yo lo tengo largo  
Lo mio es dulce, lo de el amargo  
Aparte cargo dinero como la Wells Fargo  
  
En la cama tiene mas trucos que el cinturón de batman  
Yo se la como waka waka como Pacman  
Te tengo mordio ya no sabes ni que hablar  
Como dice el pana mio socio tienes que parar  
  
Y con tan solo una porción  
(Dícelo Luian)  
Tenemos gatas de televisión  
Gatas de televisión, levision, levision  
(Dícelo Luian)  
Nosotros somos los favoritos...  
De tu gata.  
  
Yeaah...  
Arcangel Pa...  
Pina Records  
Esto es la verdadera situación  
Luian, Noize  
El 25 de abril (de regreso a casa)  
Recuerda, el 25 de abril por 3 vez (pal choliseo)  
Historicamente sin regalar taquillas, normal  
Nosotros somos los favoritos de tu gata...  
De tu mujer, de tu chilla, de tu abuela  
De tu tía, de todo el mundo  
  
Puñeta todo el mundo que haya que mencionar  
Yo soy Arca  
Noize el nuevo sonido prra  
";1;"Tenemos gatas de televisión
Modelos, ingenieras, secretarias y abogadas
Todas quieren vacilar y ser parte de la manada
Porque aquí se gasta, nunca se dice basta

Tu gata me llama por la mañana los fines de semana
Quiere amanecer en mi cama y tu gata es...

Nosotros somos los favoritos de tu gata...
De tu mujer, de tu chilla, de tu abuela
De tu tía, de todo el mundo"
carlosvives;Zoila;"  
  
Me mandaste a decir  
que me estabas olvidando  
Yo te mande por contesta  
que no te estaba pensado  
  
Todo el que me oye cantando  
Zoila  
dice que tengo alegria  
Zoila  
Porque vivo trabajando  
Zoila  
para la famila mía  
Zoila  
  
Ay no te pongas brava mi vida  
Ay no te pongas brava  
  
Te entregué mi corazón  
Zoila  
partido en cuatro pedazos  
Zoila  
Pero con la condición  
Zoila  
de morir entre tus brazos  
Zoila  
";0;
antonioaguilar;Carta Perdida;"  
  
Los timbres bien pegados  
Su nombre muy clarito  
La dirección bien puesta  
La puse en el buzón  
  
Voló, voló mi carta  
Con unas ansias locas  
De llegar a sus manos  
Para que al fin mi vida  
Supiera donde estoy  
  
La puse por aéreo  
Por entrega inmediata  
Y aún no he recibido  
Ay! su contestación  
  
Se perdería mi carta  
O no se la entregaron  
Tal vez se la escondieron  
Pa’ que olvide mi amor  
  
O a la mejor sus ojos  
Leyendo en voz muy baja  
La carta que expresara  
Lo que la quiero yo  
Al llenarse de llanto  
La hicieron mil pedazos  
Y en un basurero  
Mi carta ahí se quedó  
  
No, no, no  
No volveré a escribirle  
Hasta que no reciba  
De mi carta perdida  
Ay! la contestación  
";0;
ozuna;Todas En Fila Remix;"  
  
Aquí to'a las baby están buena (uh, woh!)  
Y yo sé, solo quiere estar con los que suena  
Mami... tranquila  
  
Diles a tus amigas que todas en fila  
Tiene senda nota, relájate y vacila  
Se da su piquete sabe que está por encima  
Que está por encima ¡dale!  
  
Todas en fila buscan gato nuevo  
Enrola, prende, fuma, creepyton del bueno  
Siempre que ella sale, rompe con lo nuevo  
Tiene el combo de maleante invirtiendo en botelleo  
Todas en fila  
Fuma y vacila  
Mi bebé es una bandida  
Y no le gusta estar tranquila  
El toto se depila cuando viene a visitarme  
¡nadie sale vivo aquí! (la maldad)  
¡trépate y empieza a medicarme!  
Somos adicto al sexo  
Vente pa' que sienta peso  
Bajo el ombligo anda moja y yo me la comí a beso  
Todas en fila desafiándome  
(Conozco el interés)  
Un castigo mortal término dándole  
(Quítate la ropa ya)  
  
Agárrate de mí (you)  
Súbeme a la nube hazme feliz  
Que voy por ti (jajaja)  
Búscate dos mas pa'l one, two, three  
Los poderosos que liberan  
Una potencia verdadera  
Venga pa' que coja el mambo  
(Suelta pa' entregarte candela)  
  
Llego el boqui, boqui  
Maquíllate ese cutis  
Vístete de puti  
Y enseña es booty  
  
Todas en fila  
Relax, tranquila  
Date dos tragos, fuma y vacila  
  
Dímelo ma'  
¿Qué tu tomas?  
Ella me dice que toma wisky no más  
¿En serio ma'?  
Qué casualidad  
Yo también y la casualidad  
Como que te dio curiosidad  
  
Y empiezas hacer preguntas estúpidas  
Y empiezas a contarme del novio que tenías  
Me dice que me olvide de eso  
Que quiere un gato nuevo  
Me da un beso y...  
Me agarra el huevo  
  
Ella esta interesante  
Sus amigas están duras  
Si el negro la pilla segura  
Dice que soy su cantante  
Perreo como de antes  
Una pista de mambo  
Luian estamos comandando  
To'a las shorty se están soltando  
  
Y yo, sé que tú fumas y vacilas  
Le mete a las piqui, le mete al tequila  
Cuando sale rompe, dueña de la avenida  
Todas en fila  
Todas en fila ¡remember!  
  
Que cuando me llama pa' que prenda  
Pa' que te acalore, te dé y te sorprenda  
No se compara, una baby cara  
Quiere cuentas claras  
Una nena mala, bien mala  
  
A cuna matata, anda con cuatro gatas  
Sata, durota de cabeza a las pata  
Se hicieron las tetas, sólida completa  
Con poder en las nalgas para partir macetas  
Flexible, un bootyzote comestible  
Literal, de esos que funden fusibles  
La camoria, te humilla si no sacan furia  
Y le mete, a dos mano sin penuria  
Cara de bellacona, una actitud cabrona  
Dice que sus enemigas son unas lechonas  
Los bobos, hablando de quien le da primero  
Y ella pichando, por que no chicha con bochincheros  
  
Es una farandulera que se sabe todas mis canciones  
En la percha tiene más de cien combinaciones  
No repite las camisas ni los mahonés y le queda cabrón  
Todo lo que se pone  
Ella se mueve y marea, es fina pero perrea  
Y mata cuando se combina, los tacos con la correa  
No le gusta que hablen baba, los sábados para brava  
Y no se le despega la botella hasta que se acaba  
  
Cuando bebe, se pone sabrosa  
Mi nena es otra cosa  
Por eso se mueren las envidiosas  
Anda sola sin corrillo  
A sus amigos les gustan los millo  
Pero no le llegan ni al tobillo  
Así que busquen otra forma de frontearle  
Y si una se lambe, ella misma dice vamos a darle  
No se la deja montar de ninguna cabrona  
Dejando saber que ella es la patrona (Pusho!!)  
  
Dímelo ma', se te nota  
Que te gusta el brillo y el faranduleo  
Esta bien apretada, con la tota marcada  
Estrenando tetas y también el culo nuevo  
";1;"Llego el boqui, boqui
Maquíllate ese cutis
Vístete de puti
Y enseña es booty
"
aventura;Mujeriego;"  
  
Señores me encuentro algo muy inexplicable,  
tengo dos mujeres, y las dos tienen detalles  
la negrita es mi amor, y la rubia mi ilusión,  
como puedo decidir si las quiero a las dos   
Señores no sé que hacer, ni que decirle al mundo,  
ahora me critican por brindar mi amor profundo,  
que de malo hay darle a todas un chin de amor,  
si ellas me provocan tengo que tomar acción  
  
no tengo culpa de ser como soy  
soy mujeriego porque soy barón  
no me critiquen así me hizo Dios  
no controlo mis sentimientos  
muchas mujeres me hacen feliz  
solo con una no puedo vivir  
que hay de malo de yo ser así  
si a ningunas nunca le miento  
  
un dominicano no se puede contener  
ya eso no se usa de tener a una mujer  
yo con mas de una me siento muy bien  
si una me abandona todavía mi quedan diez  
  
oye Henry tres el mínimo oíste deja esa vaina  
pero no me ataquen tanto señores  
yo no soy el único  
mira a mas players que yo  
lo voy decir lo voy decir  
Sammy la vepa (mas de una)  
mi amigo domiñi (domiñi) (domiñi) (mas de una)  
mi amigo platanito (mas de una)  
mi primo Manuelito (mas de una)  
Cesar Peña (mas de una)  
la cura (mas de una)  
Mi barbero Kelvin (mas de una)  
También el playboy (mas de una)  
Hamley Hill (mas de una)  
Juan Gabriel (mas de una)  
don Antonio (mas de una) oops metí la pata  
y Tony el muñequito no se queda  
que Guillermo se atreva eso no va pa nada  
la cura true player  
oye chino pero let me find out muchacho  
ahí va chiguete  
";1;"no tengo culpa de ser como soy
soy mujeriego porque soy barón
no me critiquen así me hizo Dios
no controlo mis sentimientos
muchas mujeres me hacen feliz
solo con una no puedo vivir
que hay de malo de yo ser así
si a ningunas nunca le miento"
cafetacuba;Lento;"  
  
Rápido, cada vez se va haciendo  
Más veloz que no sientes el vértigo  
Que estoy sintiendo yo  
Antes los días eran largos  
No como hoy que se pasan volando  
  
Deberíamos ir lento  
Para ver caminar  
Esa oruga en la hoja  
Y verla por el tallo bajar  
Hacia la húmeda tierra  
Donde descansara  
  
Antes no podía ver moverse  
Nunca al sol  
Hoy parece un cometa  
Que cruzara veloz  
Corre, corre siempre adelante más veloz  
Sin saber nunca a donde  
  
Debería ir más lento  
Para conocer más  
La pupila y el iris  
Y lo profundo de tu mirar  
Y después concentrarme  
En todo lo demás  
  
Lento (rápido) lento  
Rápido cada vez se va haciendo  
Más veloz que no sientes el vértigo  
Que estoy sintiendo  
  
Rápido podríamos ir más rápido por favor  
Que esto es como una droga  
Deberíamos ir lejos  
Para ver la función  
Del sol y los planetas  
Bailando todos al rededor  
De la orquesta de estrellas cantando su canción  
";0;
